epoch,triplet_loss
1,0.2465035727247596
2,0.2383195361122489
3,0.23095082603394984
4,0.2260492849163711
5,0.23525360319763422
6,0.22278216741979123
7,0.23494211034849286
8,0.22253032098524272
9,0.22413779189810157
10,0.20138969542458654
11,0.21243185875937343
12,0.22188283586874605
13,0.21024666894227267
14,0.20967627903446556
15,0.21656912099570036
16,0.20969697032123805
17,0.22095618257299066
18,0.20521240090020001
19,0.22854653066024183
20,0.21088318163529038
